name,description,source
面上生瘡,曼陀羅花，曬乾研末。少許貼之。（《衛生易簡方》,曼陀羅花
小兒慢驚,曼陀羅花七朵（重一字），天麻二錢半，全蠍（炒）十枚，天南星（炮）、丹砂、乳香各二錢半，爲末。,曼陀羅花
大腸脫肛,曼陀羅子（連殼）一對，橡鬭十六個，同锉，水煎三五沸，入朴硝少許，洗之。（《儒門事親》）,曼陀羅花
風痰注痛,踯躅花、天南星，并生時同搗作餅，甑上蒸四五遍，以稀葛囊盛之。臨時取焙爲末，蒸餅丸梧子大。每服三丸，溫酒下。腰腳骨痛，空心服；手臂痛，食後服，大良。,羊踯躅
痛風走注,黃踯躅根一把，糯米一盞，黑豆半盞，酒、水各一碗，徐徐服。大吐大洩，一服 ,羊踯躅
風蟲牙痛,踯躅一錢，草烏頭二錢半，爲末，化臘丸豆大。綿包一丸，咬之，追涎。（《海上仙方》）,羊踯躅
卒得咳嗽,芫花一升。水三升，煮汁一升，以棗十四枚，煮汁乾。日食五枚，必癒。（《肘後》）,芫花
卒嗽有痰,芫花一兩（炒）。水一升，煮四沸，去滓，白糖入半斤。每服棗許。勿食酸鹹物。（張文仲《備急方》）,芫花
喘嗽失音，暴傷寒冷，喘嗽失音,取芫花連根一虎口，切曝乾。令病患以薦自裹。舂令灰飛揚，入其七孔中。當眼淚出，口鼻皆辣，待芫根盡乃止。病即癒。（《古今錄驗》）,芫花
 乾嘔脅痛，傷寒有時頭痛，心下痞滿，痛引兩脅，乾嘔短氣，汗出不惡寒者,用十棗湯加大黃、甘草，五物各一兩，大棗十枚同煮，如法服,芫花
乾嘔脅痛，傷寒有時頭痛，心下痞滿，痛引兩脅，乾嘔短氣，汗出不惡寒者,加芒硝一兩。（胡洽《百病方天行煩亂∶凝雪湯∶治天行毒病七八日，熱積胸中，煩亂欲死。用芫花一斤。水三升，煮取一升半，漬故布薄胸上。不過再三薄，熱則除。當溫四肢，護厥逆也。（《千金方》）,芫花
久瘧結癖，在腹脅堅痛者,芫花（炒）二兩，朱砂五錢，爲末，蜜丸梧子大。每服十丸，棗湯下。（《直指》）,芫花
水蠱脹滿,芫花、枳殼等分，以醋煮芫花至爛，乃下枳殼煮爛，搗丸梧子大。每服三十丸，白湯下。（《普濟方》）,芫花
酒疸尿黃發黃，心懊痛，足胫滿,芫花、椒目等分，燒末。水服半錢，日二服。（《肘後》）,芫花
背腿間痛，一點痛，不可忍者,芫花根末，米醋調敷之。如不住，以帛束之。婦人産後有此，尤宜。（《袖珍》）,芫花
諸般氣痛,芫花（醋煮）半兩，玄胡索（炒）一兩半，爲末。每服一錢。男子元臟痛，蔥酒下。,芫花
鬼胎症瘕，經候不通,芫花根三兩（锉）。炒黃爲末。每服一錢，桃仁煎湯調下，當利惡物而 催生去胎∶芫花根剝皮，以綿裹，點麝香，套入陰穴三寸，即下。（《攝生妙用方》）,芫花
産後惡物不下,芫花、當歸等分，炒爲末。調一錢服。（《保命集》）,芫花
心痛有蟲,芫花一兩（醋炒），雄黃一錢，爲末。每服一字，溫醋湯下。（《乾坤生意》）,芫花
牙痛難忍，諸藥不效,芫花末擦之，令熱痛定，以溫水漱之。（《永類方》）,芫花
白秃頭瘡,芫花末，豬脂和敷之。（《集效方》）,芫花
癰腫初起,芫花末，和膠塗之。（《千金》）,芫花
癰疖已潰,芫花根皮搓作撚，插入，則不生合，令膿易竭也。（《集簡方》）,芫花
痔瘡乳核,芫根一握，洗淨，入木臼搗爛，入少水絞汁，于石器中慢火煎成膏。將絲線于膏 内度過，以線繫痔，當微痛。候痔乾落，以紙撚蘸膏納竅内，去根，當永除根也,芫花
痔瘡乳核,隻搗汁浸線一夜用。不得使水。（《經驗》）,芫花
瘰 初起氣壯人,用芫根擂水一盞服，大吐利，即平。黃州陳大用所傳。（《瀕湖集簡方》）,芫花
便毒初起,芫根擂水服，以渣敷之，得下即消。黃州熊珍所傳。（《瀕湖集簡方》）,芫花
贅瘤焦法,甘草煎膏，筆妝瘤之四圍，上三次。乃用芫花、大戟、甘遂等分，爲末，醋調。别以筆妝其中，勿近甘草。次日縮小，又以甘草膏妝小暈三次如前，仍上此藥，自然焦縮。（危氏《得效方》）,芫花
頭風久痛,莽草煎湯沐之，勿令入目。（《聖惠方》）,莽草
風蟲牙痛,《肘後方》∶用莽草煎湯，熱漱冷吐。一加山椒師方》）；一加芫花； 一加川椒、細辛各等分。煎湯熱漱冷吐。,莽草
風蟲牙痛,《聖惠》∶用莽草半兩，皂角三挺（去皮子），漢椒七粒。爲末，棗肉丸芥子大。每以一丸塞孔中，吐涎取效。,莽草
瘰 結核, 草一兩爲末雞子白調塗帛上，貼之，日二易，取效止。（《聖惠方》）,莽草
癰瘡未潰,方同上，得痛爲良。（《肘後方》）,莽草
乳腫不消,莽草、小豆等分。爲末。苦酒和，敷之。（《衛生易簡》）,莽草
狗咬昏悶,浸椒水，調莽草末敷之。（《便民圖纂》）,莽草
産後中風,茵芋五兩，木防己半斤，苦酒九升，漬一宿。豬脂四斤，煎三上三下，膏成。,茵芋
結核氣,堇菜日乾爲末，油煎成膏。摩之，日三、五度，便瘥。（孟诜《食療》）,石龍芮
蛇咬傷瘡,生堇杵汁塗之。（《萬畢朮》）,石龍芮
血疝初起,胡椒菜葉， ，按揉之。（《集簡方》）,石龍芮
消渴不止,菟絲子煎汁，任意飲之，以止爲度。（《事林廣記》）,菟絲子
陽氣虛損,《簡便方》∶用菟絲子、熟地黃等分，爲末，酒糊丸梧子大。每服五十丸。氣虛，人參湯下；氣逆沉香湯下。,菟絲子
陽氣虛損,《經驗後方》∶用菟絲子二兩（酒浸十日，水淘）、杜仲（焙研蜜炙）一兩。以薯蓣末酒煮糊丸梧子大。每空心酒下五十丸。,菟絲子
白濁遺精,茯菟丸∶治思慮太過，心腎虛損，真陽不固，漸有遺瀝，小便白濁，夢寐頻洩∶菟絲子五兩，白茯苓三兩，石蓮肉二兩，爲末，酒糊丸梧子大。每服三五十丸，空心鹽湯下。（《和劑局方》）,菟絲子
小便淋瀝,菟絲子，煮汁飲。（《範汪方》）,菟絲子
腰膝疼痛，或頑麻無力,菟絲子（洗）一兩，牛膝一兩，同入銀器内，酒浸過一寸，五日，曝乾爲末，將原酒煮糊丸梧子大。每空心酒服三、二十丸。,菟絲子
肝傷目暗,菟絲子三兩。酒浸三日，曝乾爲末，雞子白和丸梧子大。空心溫酒下二十丸。（《聖惠方》）,菟絲子
身面卒腫洪大,用菟絲子一升。酒五升，漬二、三宿。每飲一升，日三服。不消再造。（《肘後方》）,菟絲子
婦人橫生,菟絲子末，酒服二錢。一加車前子等分。（《聖惠方》）,菟絲子
眉煉癬瘡,菟絲子炒研，油調敷之。（《山居四要》）,菟絲子
谷道赤痛,菟絲子熬黃黑，爲末，雞子白和塗之。（《肘後方》）,菟絲子
痔如蟲咬,菟絲子熬黃黑，爲末，雞子白和塗之。（《肘後方》）,菟絲子
久咳肺脹,五味二兩，粟殼（白饧炒過）半兩，爲末，白饧丸彈子大。每服一丸，水煎服。（《衛生家寶方》）,五味子
久咳不止,丹溪方∶用五味子五錢，甘草一錢半，五倍子、風化硝各二錢，爲末，乾噙。,五味子
痰嗽并喘,五味子、白礬等分，爲末。每服三錢，以生豬肺炙熟，蘸末細嚼，白湯下。,五味子
陽事不起,新五味子一斤，爲末。酒服方寸匕，日三服。忌豬、魚、蒜、醋,五味子
腎虛遺精,北五味子一斤洗淨，水浸， 去核。再以水洗核，取盡餘味。通置砂鍋中，布濾過，入好冬蜜二斤，炭火慢熬成膏，瓶收五日，出火性。每空心服一、二茶匙，百滾湯下。（劉松石《保夀堂方腎虛白濁，及兩脅并背脊穿痛∶五味子一兩，炒赤爲末，醋糊丸梧子大。每醋湯下三十丸。（《經驗良方》）,五味子
五更腎洩,凡人每至五更即溏洩一、二次，經年不止者，名曰腎洩，蓋陰盛而然。脾惡濕，濕則濡而困，困則不能治水。水性下流，則腎水不足。用五味子以強腎水，養五臟；吳茱萸以除脾濕，則洩自止矣∶五味（去梗）二兩，茱萸（湯泡七次）五錢。同炒香，爲末。每日陳米飲服二錢。（許叔微《本事方》）,五味子
女人陰冷,五味子四兩爲末，以口中玉泉和丸兔矢大。頻納陰中，取效。（《近效方》）,五味子
爛弦風眼,五味子、蔓荊子煎湯，頻洗之。（《談野翁種子方》）,五味子
赤遊風丹，漸漸腫大,五味子焙研，熱酒頓服一錢，自消，神效。（《保幼大全》）,五味子
牙疼點眼,用復盆子嫩葉搗汁，點目 三、四次，有蟲随眵淚出成塊也。,復盆子
瘡潰爛,復盆葉爲末。用酸漿水洗後摻之，日一次，以癒爲度。（《直指方》）,復盆子
血崩不止,木莓根四兩，酒一碗，煎七分。空心溫服。（ 仙《乾坤生意》）,懸鉤子
口中生瘡，天行熱甚者,口中生瘡，天行熱甚者∶蛇莓自然汁半升，稍稍咽之。,蛇莓
胸腹大熱不止,以蛇莓汁服二合，日三服。仍水漬烏梅令濃，入崖蜜飲之。（《肘後方》）,蛇莓
水中毒病,蛇莓根搗末服之，并導下部。亦可飲汁一、二升。夏月欲入水，先以少末投中流，更無所畏。又闢,蛇莓
小兒脾疳,使君子、蘆荟等分，爲末。米飲每服一錢。（《儒門事親》）,使君子
肌瘦面黃，漸成疳疾,使君子仁三錢，木鱉子仁五錢，爲末，水丸龍眼大。每以一丸，用雞子一個破頂，入藥在内，飯上蒸熟，空心食之。（楊起《簡便單方》）,使君子
小兒蛔痛，口流涎沫,使君子仁爲末，米飲五更調服一錢。（《全幼心鑑》）,使君子
小兒虛腫，頭面陰囊俱浮,用使君子一兩，去殼，蜜五錢炙盡，爲末。每食後米湯服一錢。（《簡便方》）,使君子
鼻渣面瘡,使君子仁，以香油少許，浸三、五個。臨卧時細嚼，香油送下，久（《普濟方》）,使君子
蟲牙疼痛,使君子煎湯頻漱。（《集簡方》）,使君子
酒疸脾黃,木鱉子磨醋，服一、二盞，見利效。（劉長春《濟急方》）,木鱉子
腳氣腫痛,木鱉子仁，每個作兩邊，麸炒過，切碎再炒，去油盡爲度。每兩入濃桂半兩，爲 末。熱酒服二錢，令醉，得汗癒。夢秘授方也。（《永類方》）,木鱉子
陰疝偏墜，痛甚者,木鱉子一個磨醋，調黃柏、芙蓉末敷之，即止。（《夀域神方》）,木鱉子
久瘧有母,木鱉子、穿山甲（炮）等分，爲末。每服三錢，空心溫酒下。（《醫方摘要》）,木鱉子
腹中痞塊,木鱉子仁五兩，用 豬腰子二付，批開入在内，簽定，煨熟，同搗爛，入黃連三 錢末，蒸餅和丸綠豆大。每白湯下三十丸。（《醫方集成》）,木鱉子
小兒疳疾,木鱉子仁、使君子仁等分。搗泥，米飲丸芥子大。每服五分，米飲下。一日二服。,木鱉子
疳病目蒙不見物,用木鱉子仁二錢，胡黃連一錢，爲末，米糊丸龍眼大。入雞子内蒸熟，連 雞子食之爲妙。（同上）倒睫拳毛，因風入脾經，致使風癢，不住手擦，日久赤爛，拳毛入内。將木鱉子仁槌爛，以絲帛包作條，左患塞右鼻，右患塞左鼻，其毛自分上下，次服蟬蛻藥爲妙。（孫天仁《集效方》）,木鱉子
肺虛久嗽,木鱉子、款冬花各一兩，爲末。每用三錢，焚之吸煙。良久吐涎，以茶潤喉。,木鱉子
肺虛久嗽,用木鱉子一個，雄黃一錢。（《聖濟錄》）,木鱉子
小兒鹹KT ,大木鱉子三、四個，磨水飲，以雪糕壓下，即吐出痰。重者三服效。（《摘玄方》）,木鱉子
水瀉不止,木鱉仁五個，母丁香五個，麝香一分，研末，米湯調作膏，納臍中貼之，外以膏 痢疾禁口∶木鱉仁六個研泥，分作二分。用面燒餅一個，切作兩半。隻用半餅作一竅，納藥 在内，乘熱覆在病患臍上，一時再換半個熱餅。其痢即止，遂思飲食。（邵真人《經驗方》）,木鱉子
腸風瀉血,木鱉子以桑柴燒存性，候冷爲末。每服一錢，煨蔥白酒空心服之。名烏金散。,木鱉子
肛門痔痛,孫用和《秘寶方》∶用木鱉仁三枚，砂盆擂如泥，入百沸湯一碗，乘熱先熏後洗，日用三次，仍塗少許。,木鱉子
肛門痔痛,《瀕湖集簡方》∶用木鱉仁帶潤者，雌雄各五個，乳細作七丸，碗覆濕處，勿令乾。每以一丸，唾化開，貼痔上，其痛即止，一夜一丸自消也。江夏鐵佛寺蔡和尚病此，痛不可忍，有人傳此而癒。用治數人皆有效。,木鱉子
瘰經年,木鱉仁二個，去油研，以雞子白和，入瓶内，安甑中蒸熟。食後食之，每日一服，半月效。,木鱉子
小兒丹瘤,木鱉子仁研如泥，醋調敷之，一日三、五上，效。（《外科精義》）,木鱉子
耳卒熱腫,木鱉子仁一兩，赤小豆、大黃各半兩，爲末。每以少許生油調塗之。（《聖惠方》）,木鱉子
風牙腫痛,木鱉子仁磨醋搽之。（《普濟方》）,木鱉子
喉痹作痛,番木鱉、青木香、山豆根等分，爲末吹之。（楊拱《醫方摘要》）,番木鱉
纏喉風腫,番木鱉仁一個，木香三分，同磨水，調熊膽三分，膽礬五分。以雞毛掃患處取效。（唐瑤《經驗方》）,番木鱉
瘡入目,苦實把豆兒（即馬錢子）半個，輕粉、水花、銀朱各五分，片腦、麝香、枯礬 病欲去胎∶苦實把豆兒研膏，納入牝戶三、四寸。（《集簡方》）,番木鱉
肺氣喘急,馬兜鈴二兩（去殼及膜），酥半兩（入碗内拌勻，慢火炒乾），甘草（炙）一兩，爲末。,馬兜鈴
一切心痛，不拘大小男女,大馬兜鈴一個，燈上燒存性，爲末。溫酒服，立效。（《摘玄方》）,馬兜鈴
痔腫痛,以馬兜鈴于瓶中燒煙，熏病處良。（《日華本草》）,馬兜鈴
喉痹腫痛, 藤子燒研，酒服一錢。（《聖惠方》）,藤子
五痔下血, 藤子燒存性。米飲服二錢，有功。（寇氏《衍義》）,藤子
腸風下血,華陀《中藏經》∶用 藤子二個，不蛀皂莢子四十九個。燒存性爲末。每服二錢，溫酒下，少頃再飲酒一盞，趁口服，極效。,藤子
耳卒聾閉,八、九月取石榴開一孔，留蓋，入米醋滿中，蓋定，面裹 火中煨熟取出，入少 仙沼子、黑李子眉落聲變∶預知子膏∶用預知子、雄黃各二兩，爲末。以乳香三兩，同水一鬭，銀鍋煮至五升。入二末熬成膏，瓶盛之。每服一匙，溫酒調下。有蟲如馬尾，随大便而出。（《聖惠方》）,預知子
搜風通滞，風氣所攻，臟腑積滞,用牽牛子以童尿浸一宿，長流水上洗半日，生絹袋盛，挂當風處令乾。每日鹽湯下三十粒。極能搜風，亦消虛腫。久服令人體清瘦。（《鬭門方》）,牽牛子
一切積氣，宿食不消,黑牽牛（頭爲末）四兩，用蘿蔔剜空，安末蓋定，紙入白豆蔻末一錢，搗丸梧子大。每服一、二十丸，白湯下。名順氣丸。（《普濟方》）,牽牛子
男婦五積，五般積氣成聚,用黑牽牛一斤，生搗末八兩，餘滓以新瓦炒香，再搗取四兩，煉 蜜丸梧子大。至重者三、五十丸，陳橘皮、生薑煎湯，卧時服。半夜未動，再服三十丸，當下積聚之物。尋常行氣，每服十丸甚妙。（《經驗方》）,牽牛子
